F_code,product,section,raw1,raw2,raw3,raw4,raw5,raw6,raw7,raw8,raw9,raw10,raw11,raw12,raw13,raw14,raw15,raw16,raw17,raw18,raw19,raw20,raw21,raw22,raw23,raw24,raw25,raw26,raw27,raw28,raw29,raw30,raw31,raw32,raw33,raw34,raw35,raw36,raw37,raw38,raw39,raw40,raw41,raw42,raw43,raw44,raw45,raw46,raw47
SGJE0600,알새우칩,전체,서류가공품(새우크래커),미강유(현미유)(미강유),팜유,기타가공품(새우맛시즈닝),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGJE2200,오징어집 버터구이맛,전체,옥수수전분,오징어육반제품,오징어페이스트,조미분말-적,조미분말-원,미강유,팜유,버터구이오징어맛시즈닝,소맥분,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGJE2400,옥수수깡,전체,곡류가공품(콘밀3호),미강유(현미유)(미강유),백설탕(정백당),곡류가공품(콘밀5호),정제팜유,밀가루(소맥분박력1급),복합조미식품(군옥수수맛시즈닝),곡류가공품(로스티드스위트콘파우더),혼합제제(옥수수깡베이스혼합분),혼합제제(군옥수수향),혼합제제(브라운칼라1203),버터(버터(무가염)),정제수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGJE2800,인디안밥,전체,옥수수펠렛,팜유,미강유,스위트콘시즈닝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSNJ0400,자갈치문어맛,전체,옥수수전분,조기연육,군어육조미분말,구수한맛조미분말,미강유,팜유,문어향150,소고기매운맛분말,소맥분,알파미분,식품첨가물혼합제제(타피오카산화전분(혼합제제)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGJJ0800,조청유과,전체,곡류가공품(쌀가루),미강유,백설탕(정백당),팜유류(정제팜유),기타전분(찰옥수수전분),기타전분(소맥전분),갈색설탕(정제중백당),전분가공품(알파옥수수전분),프락토올리고당(올리고당),복합조미식품(스위트조미분말),밀가루(소맥분박력1급),기타가공품(참깨),물엿(현미조청),정제소금(정제염),정제수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSNJ1800,쫄병 매콤한맛,전체,소맥분,팜유,옥수수전분,백설탕,정제소금,효소처리스테비아,글리신,소스류(떡볶이페이스트),감자전분,식품첨가물혼합제제(천연겔),기타가공품(매콤한맛조미분말),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGJT0700,포스틱,전체,곡류가공품(포스틱반제품),미강유,팜유,기타가공품(감자비프맛시즈닝),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGJT1100,포테토칩 육개장사발면맛,전체,감자(생감자),미강유(현미유)(미강유),팜유류(팜유),복합조미식품(육개장사발면맛시즈닝),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGJT1200,프레첼 솔티카라멜맛,전체,곡류가공품(콘밀),미강유,백설탕(정백당),기타설탕(흑설탕),소맥분,소스류(카라멜페이스트),팜유,버터,가당연유,분말유크림,전지분유,정제소금(정제염),식품첨가물혼합제제(브라운칼라),기타가공품(후레바부스트),카라멜향,정제수,가공소금(크래커솔트),결정셀룰로스,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGJG0600,고래밥 볶음양념,전체,밀가루,곡류가공품(알파옥수수분말),변성전분(PERFECTAMYL-AC),식물성유지(엠제이쇼트닝),복합조미식품(볶음양념맛씨즈닝),식물성유지(비스킷혼합유),갈색설탕,백설탕,복합조미식품(유단백혼합분말),전분,소스(바베큐양념페이스트),복합조미식품(혼합치즈분말),기타가공품(패각칼슘),식염,산도조절제(탄산수소나트륨),유화제(레시틴),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGJG0700,고소미,전체,소맥분,백설탕,쇼트닝,기타가공품(가당코코넛분말),식물성유지(야자유),참깨,유청분말,전지분유,가공유지(정제가공유지(카라부타 : Palm oil 100%)),탄산암모늄(중탄산암모늅),정제소금,포도당,탄산수소나트륨,"곡류가공품(베스트원(소맥분 60%, 찹쌀 30%, 전분 10%))",가공소금(조미염),코코넛향,밀크향(KJ6514Z),잔탄검,산성아황산나트륨,기타가공품(패각칼슘),경성가공치즈(카멘베르치즈분말),,,,,,,,,,,,,,,,,,,,,,,,,,
SGJG1500,꼬북칩 달콤한 콩가루 인절미맛,전체,밀가루,식물성유지(혼합유일구),복합조미식품(인절미맛 씨즈닝),백설탕,땅콩버터,땅콩페이스트,볶은콩가루,식염,곡류가공품(리골레토),인절미향,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGJG1501,꼬북칩 콘스프맛,전체,과자류(꼬북칩펠렛),식물성유지,복합조미식품(콘스프맛시즈닝),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGJM0900,미쯔블랙,전체,밀가루,백설탕,마가린,코코아가공품류(화이트초코칩),설탕(쌍백당),옥수수가루,탈지분유,코코아분말,식물성유지,과당,유청분말,코코아분말(D11A),코코아매스(LS36),식염,탄산수소암모늄,레시틴,탄산수소나트륨,바닐린,계피가루,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGJB0600,배배,전체,영양강화밀가루,백설탕,식물성유지(알프스),난백,전지분유,유크림,난황액,식염,버터향,바닐라향,탄산수소나트륨,산도조절제(제1인산칼슘),잔탄검,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGJS1200,스윙칩 볶음고추장맛,전체,감자,혼합식용유,볶음고추장맛씨즈닝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGJE1100,예감,전체,감자분말(opc 36.0228 % + solan 16.3740 %),식물성유지(피씨에스프리),전분가공품(x pand),식물성유지(혼합유),백설탕,전분가공품(ULTRA CRISP CS),알파옥수수분말,복합조미식품(감자맛분말),복합조미식품(유단백혼합분말),산도조절제(탄산수소나트륨),복합조미식품(조미염),산도조절제(제일인산칼슘),식염(한주소금),전지분유,복합조미식품(찐감자맛분말),아스파라지나아제(효소제),합성향료(감자향),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGJE1101,예감 볶은양파맛,전체,감자분말,감자분말,쇼트닝(피씨에스프리),전분가공품(X-pand),백설탕,혼합식용유(비스킷혼합유),복합조미식품(볶은양파맛씨즈닝),전분가공품(ULTRA CRISP CS),알파옥수수분말,복합조미식품(유단백혼합분말),산도조절제(탄산수소나트륨),산도조절제(제1인산칼슘),전지분유,복합조미식품(찐감자맛분말),식염,기타가공품(프라이드오니언),건파(건파플레이크),아스파라지나아제(효소제),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGJE1102,예감치즈그라탕맛,전체,감자분말(opc 29.2765 % + solan 21.6026 %),식물성유지(피씨에스프리),전분가공품(X-pand),백설탕,식물성유지(혼합유),복합조미식품(치즈그라탕시즈닝),전분가공품(ULTRA CRISP CS),알파옥수수분말,감자맛분말,유단백혼합분말,전지분유,유미분,경성가공치즈(130207),산도조절제(탄산수소나트륨),혼합제제(purac powder),찐감자맛분말,식염,아스파라지나아제(효소제),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGJE1200,오!감자 감자그라탕맛,전체,감자플레이크,식물성유지,변성전분,감자그래뉼,복합조미식품(그라탕씨즈닝),감자전분,소금,감자향분말,효소,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGJE1201,오!감자 찍먹 양념바베큐소스맛,전체,"혼합식용유(팜올레인유 90%, 해바라기유 10%)",감자플레이크,감자전분,감자그래뉼,변성전분,그라탕씨즈닝,소금,감자향분말,효소,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBSE1400,오뜨 치즈,전체,밀가루,전란액,식물성크림(소프트오뜨크림),기타설탕,마가린(오리온마가린300),백설탕,전지분유,식물성유지(PMF),가공치즈(까망베르치즈분말),과채가공품(코코넛분말),물엿,혼합제제(베이킹파우더),주정,가공치즈(체다치즈분말),합성향료(크림치즈향1370001A),합성향료(스위스치즈향),합성향료(치즈향 fl zk0231),합성향료(레몬향 17024106),식염,과채가공품(레몬과즙),잔탄검,,,,,,,,,,,,,,,,,,,,,,,,,,
SGJE2100,오징어땅콩,전체,가공땅콩,박력분,찰옥수수전분,찰옥수수전분,혼합식용유,물엿,Amyda sinensis,오징어채,탄산수소암모늄,맛식염,소금,새우엑기스,안나토색소,백설탕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGJG0701,왕고래밥볶음양념맛,전체,밀가루,곡류가공품(알파옥수수분말),변성전분(PERFECTAMYL-AC),식물성유지(엠제이쇼트닝),복합조미식품(볶음양념맛씨즈닝),식물성유지(비스킷혼합유),갈색설탕,백설탕,복합조미식품(유단백혼합분말),전분,소스류(바베큐양념페이스트),복합조미식품(혼합치즈분말),기타가공품(패각칼슘),식염,산도조절제(탄산수소나트륨),유화제(레시틴),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGJC0500,초코칩쿠키,전체,영양강화밀가루,부분경화유(TY쇼트닝),준초콜릿(꼬깔칩),설탕,전란,물엿,가공연유(만자르),탄산수소나트륨,탄산수소암모늄,체다치즈분말,바닐린,식염,버터오일(언하이드로밀크팻),코코아향,레시틴,크래커향(그래함 크래커향),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGJC0600,촉촉한초코칩,전체,밀가루,초콜릿(리얼초코칩),쇼트닝(알프스B쇼트닝),물엿,전란액,전지분유,백설탕,코코아분말(D11A),코코아분말(GD81),당류가공품(골든시럽),식염,기타가공품(밀크초코크럼5010),합성향료(바닐라향),합성향료(바닐린),잔탄검,혼합제제(밀크향K-18758),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGJC0900,치킨팝,전체,옥수수가루,혼합식용유,닭강정소그,백설탕,감자플레이크,쌀가루,쌀조청,핫앤스위트씨즈닝,치킨맛분말,볶은참깨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGJK0201,카스타드,전체,밀가루,설탕,난백액,옥수수기름(옥배유),난황액,쇼트닝(k2),D-소비톨,물엿,유화제(엑셀스폰지),이소말토올리고당,식물성유지(BBS),전지분유,난황분,주정,유화제(Rikemal PGV100),덱스트린,유화제(Rikemal P),옥수수기름(옥배유)(그리징 오일),레시틴,식염,바닐라향(D733K),베이킹파우더,잔탄검,카스타드향(SW4817),바닐라향오일(D940951),글리세린지방산에스테르,팜추출물,,,,,,,,,,,,,,,,,,,,
SGJK0300,카카오비스킷 오리온샌드 까메오 White cream,전체,밀가루,백설탕,식물성유지(알프스(엠제이)쇼트닝),식물성유지(비비에스프리(크림)쇼트닝),코코아분말(500-DP-11),유당,포도당(함수결정포도당),옥수수전분,과당,코코아분말,가공전지분,알파옥수수분말,전지분유,산도조절제(탄산수소나트륨),산도조절제(탄산수소암모늄),산도조절제(제일인산칼슘),식염,합성향료(바닐린),합성향료(바닐라향),혼합제제(밀크향),,,,,,,,,,,,,,,,,,,,,,,,,,,
SGJK1200,쿠쉬쿠쉬 갈릭바게트맛,전체,밀가루,백설탕,감자전분(NS-450),발효종(호밀발효종),야자유,식물성유지(PMF),전분가공품(X-pandr'sc+C100G),버터오일(AMF),복합조미식품(갈릭맛 시즈닝),식염,건조효모,곡류가공품(트라비아타),베이킹파우더,파슬리플레이크,합성향료(갈릭바게트향),산성아황산나트륨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGJT0900,포카칩 오리지널,전체,감자,혼합식용유,조미가공염,합성착향료(FRYING BOOSTER FLAVOR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGJT0901,포카칩어니언맛,전체,감자,혼합식용유,양파맛씨즈닝,합성착향료(frying booster),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGJH0700,후레쉬베리,전체,밀가루,잼류,살균전란액,백설탕,식물성유지(k2),식물성유지(옥수수유),맥아물엿,D-소르비톨,물엿(산당화이온엿),분말유크림,혼합제제(엑셀스폰지),주정,유청분말,유화제(PGV100),전지분유,베이킹파우더,유화제(P(v)),조제크림분말,유화제(레시틴),소금,딸기향,유화제(PGPR),비타민 C,잔탄검,바닐린향(D733K),요거트향(지보단),베타카로틴혼합제제,,,,,,,,,,,,,,,,,,,,
SGJH0701,후레쉬베리 복숭아,전체,백설탕,밀가루,전란액,잼(복숭아잼),식물성유지(케이투쇼트닝),식물성유지(맑은옥수수유),물엿,D-소비톨액,물엿,혼합제제(excelsponge559),주정,유청분말,요거트분말,유화제(pgv-100),유화제(pv(글리세린지방산에스테르)),유화제(레시틴),식물성유지(pmf),혼합제제(베이킹파우더),기타가공품(제조크림분말),구연산,식염,복숭아농축액,홍국색소,잔탄검,합성향료(바닐라향d733k),합성향료(복숭아향ab23637),합성향료(복숭아향 4567),합성향료(요거트향),,,,,,,,,,,,,,,,,,,
SGJE2600,와클,전체,밀가루,식물성유지,백설탕,쇼트닝,크림어니언맛시즈닝,당류가공품,식염,산도조절제(탄산수소나트륨),건조효모,곡류가공품1,농후발효유,맥아분말,곡류가공품2,수산화나트륨,전분,산성아황산나트륨,프로테아제,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGJC0400,초코송이,전체,백설탕,밀가루,식물성유지,식물성유지2,코코아프리퍼레이션,식물성유지3,탈지분유,유당,쇼트닝,옥수수전분,골든시럽,소금,산도조절제,치자황색소,프로테아제,식물성크림분말,코코아매스,코코아분말,유화제1,유화제2,천연바닐라추출물,합성향료,,,,,,,,,,,,,,,,,,,,,,,,,
SSNB1400,별뽀빠이,전체,소맥분,팜유,캔디류(별사탕),곡류가공품(호화옥수수분),백설탕(정백당),물엿,곡류가공품(오트파우더),정제소금(정제염),식물성크림(식물성크림분말),산도조절제,효소처리스테비아,계피(계피분말),천연향신료너트맥분말(넛맥분말),복합토코페롤분말(토코페롤혼합분말에스),환원철,기타가공품(녹차풍미유),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSNS0300,사또밥,전체,옥수수가루,팜유,미분당,해바라기유,양파분말(양파분),천일염(두번구운천일염),바닐라향(합성착향료),"베이킹파우더(산도조절제, 전분)",기타가공품(녹차풍미유),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSNS0301,사또밥 갈릭버터맛,전체,곡류가공품(옥수수가루),팜유,복합조미식품(갈릭버터맛씨즈닝S),해바라기유,복합조미식품(베이킹파우더),기타가공품(녹차풍미유),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSNJ1701,왕짱구,전체,소맥분,팜유,백설탕(정백당),물엿,정제소금(정제염),볶은참깨(흑볶음참깨),식물성크림(식물성크림분말),효소처리스테비아,땅콩 또는 견과류가공품(넛맥분말),올리고당,벌꿀(아카시아꿀),산도조절제,스모크향(합성착향료),계피(계피분말),DHA(고시형)(DHA),비스킷향(합성착향료),기타가공품(녹차풍미유),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSNJ1700,짱구,전체,소맥분,팜유,백설탕(정백당),물엿,정제소금(정제염),볶은참깨(흑볶음참깨),식물성크림혼합분말(식물성크림분말),효소처리스테비아,땅콩 또는 견과류가공품(넛맥분말),올리고당,벌꿀(아카시아꿀),산도조절제,스모크향(합성착향료),계피가루(계피분말),DHA(고시형),비스킷향(합성착향료),기타가공품(녹차풍미유),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSNJ1702,흑당짱구,전체,밀가루(소맥분),당류가공품(흑설탕),팜유,물엿,땅콩 또는 견과류가공품(땅콩코팅분태),백설탕(정백당),올리고당,정제소금(정제염),흑설탕향(흑당향),코코아분말(코코아파우더),효소처리스테비아,산도조절제,스모크향(합성착향료),땅콩 또는 견과류가공품(넛맥분말),계피가루(계피분말),기타가공품(녹차풍미유),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBJG0200,감자면,면,감자전분,소맥분,팜유,글루텐,감자분말,난각칼슘,정제염,마늘조미액,면류첨가알칼리제(산도조절제),혼합제제(산도조절제),올리고녹차풍미액,비타민 B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBJG0200,감자면,스프류,야채분말,양배추즙분말,정제염,복합조미간장분말,볶음양파분,물엿분말,간장분말,소고기조미분말,동결건조양파분말,5-리보뉴클레오티드이나트륨,마늘베이스,정백당,조미아미노산간장분말,육수맛조미베이스,감칠맛분말,호박산이나트륨,후추추출물분말,매운맛조미분,생강추출물분말,건청경채,튀김감자,건표고버섯,조미건조홍고추링,,,,,,,,,,,,,,,,,,,,,,,,
RCPG1200,김치사발면,면,소맥분,팜유,감자전분,초산전분,정제소금,식용유지가공품(식물성풍미유),난각칼슘,면류첨가알칼리제(면미소),구아검,중합인산염,소스류(올리고녹차풍미액),비타민 B2,정제수,과채가공품(건당근 3호),과채가공품(건청경채 2호),배추김치(건조김치후레이크),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCPG1200,김치사발면,스프류,복합조미식품(김치베이스-디NM),복합조미식품(김치조미베이스),포도당,기타가공품(칠리맛조미분SB),정제소금,백설탕,5-리보뉴클레오티드이나트륨,덱스트린,복합조미식품(분말고추장2호),기타가공품(마늘베이스TK),복합조미식품(복합양념분말S),기타가공품(동결건조김치분말W),구연산,호박산이나트륨,복합조미식품(비프양념분말NM),기타가공품(생강추출물분말),기타가공품(후추추출물분말),복합조미식품(조미분말베이스-KS),복합조미식품(조미아미노산간장분말SH),복합조미식품(간장분말SH),,,,,,,,,,,,,,,,,,,,,,,,,,,
